Country,Subregion,Region
Nigeria,Sub-Saharan Africa,Africa
Mauritius,Sub-Saharan Africa,Africa
Réunion,Sub-Saharan Africa,Africa
Indonesia,South-eastern Asia,Asia
Indonesia,South-eastern Asia,Asia
Indonesia,South-eastern Asia,Asia
India,Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Lithuania,Northern Europe,Europe
Pakistan,Southern Asia,Asia
Panama,Latin America and the Caribbean,Americas
Madagascar,Sub-Saharan Africa,Africa
Guinea,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
Russian Federation,Eastern Europe,Europe
Thailand,South-eastern Asia,Asia
Mozambique,Sub-Saharan Africa,Africa
Japan,Eastern Asia,Asia
Myanmar,South-eastern Asia,Asia
Yemen,Western Asia,Asia
Afghanistan,Southern Asia,Asia
Fiji,Melanesia,Oceania
Russian Federation,Eastern Europe,Europe
Nigeria,Sub-Saharan Africa,Africa
United Republic of Tanzania,Sub-Saharan Africa,Africa
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Algeria,Northern Africa,Africa
China,Eastern Asia,Asia
United States of America,Northern America,Americas
China,Eastern Asia,Asia
India,Southern Asia,Asia
United Republic of Tanzania,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Guinea,Sub-Saharan Africa,Africa
Solomon Islands,Melanesia,Oceania
Pakistan,Southern Asia,Asia
Colombia,Latin America and the Caribbean,Americas
Iran (Islamic Republic of),Southern Asia,Asia
Sri Lanka,Southern Asia,Asia
Spain,Southern Europe,Europe
New Zealand,Australia and New Zealand,Oceania
Dominican Republic,Latin America and the Caribbean,Americas
Haiti,Latin America and the Caribbean,Americas
Argentina,Latin America and the Caribbean,Americas
Uruguay,Latin America and the Caribbean,Americas
Madagascar,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
State of Palestine,Western Asia,Asia
Türkiye,Western Asia,Asia
Algeria,Northern Africa,Africa
Thailand,South-eastern Asia,Asia
United Republic of Tanzania,Sub-Saharan Africa,Africa
Philippines,South-eastern Asia,Asia
Ukraine,Eastern Europe,Europe
Ghana,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Colombia,Latin America and the Caribbean,Americas
Fiji,Melanesia,Oceania
Colombia,Latin America and the Caribbean,Americas
Haiti,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
China,Eastern Asia,Asia
United States of America,Northern America,Americas
Chile,Latin America and the Caribbean,Americas
Chile,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
Australia,Australia and New Zealand,Oceania
Bangladesh,Southern Asia,Asia
Myanmar,South-eastern Asia,Asia
Colombia,Latin America and the Caribbean,Americas
Iran (Islamic Republic of),Southern Asia,Asia
Oman,Western Asia,Asia
Canada,Northern America,Americas
China,Eastern Asia,Asia
Dominican Republic,Latin America and the Caribbean,Americas
Haiti,Latin America and the Caribbean,Americas
Türkiye,Western Asia,Asia
France,Western Europe,Europe
Bulgaria,Eastern Europe,Europe
China,Eastern Asia,Asia
United States of America,Northern America,Americas
Spain,Southern Europe,Europe
Indonesia,South-eastern Asia,Asia
Colombia,Latin America and the Caribbean,Americas
Kenya,Sub-Saharan Africa,Africa
Afghanistan,Southern Asia,Asia
Russian Federation,Eastern Europe,Europe
Thailand,South-eastern Asia,Asia
Uruguay,Latin America and the Caribbean,Americas
Afghanistan,Southern Asia,Asia
Myanmar,South-eastern Asia,Asia
Sri Lanka,Southern Asia,Asia
Colombia,Latin America and the Caribbean,Americas
Afghanistan,Southern Asia,Asia
Kyrgyzstan,Central Asia,Asia
Tajikistan,Central Asia,Asia
United Republic of Tanzania,Sub-Saharan Africa,Africa
United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
Italy,Southern Europe,Europe
Cameroon,Sub-Saharan Africa,Africa
Central African Republic,Sub-Saharan Africa,Africa
Guinea-Bissau,Sub-Saharan Africa,Africa
Kenya,Sub-Saharan Africa,Africa
India,Southern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Cameroon,Sub-Saharan Africa,Africa
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
Malta,Southern Europe,Europe
Russian Federation,Eastern Europe,Europe
South Africa,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Benin,Sub-Saharan Africa,Africa
Uganda,Sub-Saharan Africa,Africa
Sierra Leone,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
Germany,Western Europe,Europe
Democratic People's Republic of Korea,Eastern Asia,Asia
India,Southern Asia,Asia
India,Southern Asia,Asia
Bangladesh,Southern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Russian Federation,Eastern Europe,Europe
Nigeria,Sub-Saharan Africa,Africa
Egypt,Northern Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Albania,Southern Europe,Europe
Austria,Western Europe,Europe
Bulgaria,Eastern Europe,Europe
Bosnia and Herzegovina,Southern Europe,Europe
Cyprus,Western Asia,Asia
Greece,Southern Europe,Europe
Hungary,Eastern Europe,Europe
Italy,Southern Europe,Europe
North Macedonia,Southern Europe,Europe
Romania,Eastern Europe,Europe
Serbia,Southern Europe,Europe
Slovakia,Eastern Europe,Europe
Türkiye,Western Asia,Asia
India,Southern Asia,Asia
India,Southern Asia,Asia
India,Southern Asia,Asia
Pakistan,Southern Asia,Asia
Iran (Islamic Republic of),Southern Asia,Asia
United States of America,Northern America,Americas
Pakistan,Southern Asia,Asia
United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
Afghanistan,Southern Asia,Asia
Pakistan,Southern Asia,Asia
India,Southern Asia,Asia
United States of America,Northern America,Americas
United States of America,Northern America,Americas
Pakistan,Southern Asia,Asia
Japan,Eastern Asia,Asia
Indonesia,South-eastern Asia,Asia
Philippines,South-eastern Asia,Asia
Sudan,Northern Africa,Africa
Japan,Eastern Asia,Asia
Argentina,Latin America and the Caribbean,Americas
Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
Chile,Latin America and the Caribbean,Americas
Peru,Latin America and the Caribbean,Americas
Uruguay,Latin America and the Caribbean,Americas
Mozambique,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
Mexico,Latin America and the Caribbean,Americas
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Somalia,Sub-Saharan Africa,Africa
Iran (Islamic Republic of),Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
Ethiopia,Sub-Saharan Africa,Africa
Indonesia,South-eastern Asia,Asia
Cambodia,South-eastern Asia,Asia
Myanmar,South-eastern Asia,Asia
Malaysia,South-eastern Asia,Asia
Viet Nam,South-eastern Asia,Asia
Mali,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
Comoros,Sub-Saharan Africa,Africa
Haiti,Latin America and the Caribbean,Americas
France,Western Europe,Europe
Indonesia,South-eastern Asia,Asia
Pakistan,Southern Asia,Asia
Brazil,Latin America and the Caribbean,Americas
Syrian Arab Republic,Western Asia,Asia
Tajikistan,Central Asia,Asia
India,Southern Asia,Asia
Spain,Southern Europe,Europe
Congo,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Mali,Sub-Saharan Africa,Africa
Italy,Southern Europe,Europe
Oman,Western Asia,Asia
China,Eastern Asia,Asia
Cambodia,South-eastern Asia,Asia
Mongolia,Eastern Asia,Asia
Iran (Islamic Republic of),Southern Asia,Asia
Greece,Southern Europe,Europe
China,Eastern Asia,Asia
Ethiopia,Sub-Saharan Africa,Africa
Burkina Faso,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
Nepal,Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
Bangladesh,Southern Asia,Asia
India,Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Afghanistan,Southern Asia,Asia
Myanmar,South-eastern Asia,Asia
Japan,Eastern Asia,Asia
India,Southern Asia,Asia
Türkiye,Western Asia,Asia
Bulgaria,Eastern Europe,Europe
Viet Nam,South-eastern Asia,Asia
Sudan,Northern Africa,Africa
Croatia,Southern Europe,Europe
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Slovakia,Eastern Europe,Europe
Sierra Leone,Sub-Saharan Africa,Africa
Canary Islands,Northern Africa,Africa
Türkiye,Western Asia,Asia
Peru,Latin America and the Caribbean,Americas
Peru,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
Russian Federation,Eastern Europe,Europe
Côte d’Ivoire,Sub-Saharan Africa,Africa
United States of America,Northern America,Americas
Eswatini,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
Sao Tome and Principe,Sub-Saharan Africa,Africa
Mauritania,Sub-Saharan Africa,Africa
Romania,Eastern Europe,Europe
Ukraine,Eastern Europe,Europe
China,Eastern Asia,Asia
Algeria,Northern Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Philippines,South-eastern Asia,Asia
Pakistan,Southern Asia,Asia
Switzerland,Western Europe,Europe
Germany,Western Europe,Europe
French Polynesia,Polynesia,Oceania
United States of America,Northern America,Americas
Democratic People's Republic of Korea,Eastern Asia,Asia
Algeria,Northern Africa,Africa
China,Eastern Asia,Asia
India,Southern Asia,Asia
Kenya,Sub-Saharan Africa,Africa
Comoros,Sub-Saharan Africa,Africa
Japan,Eastern Asia,Asia
United States of America,Northern America,Americas
Belize,Latin America and the Caribbean,Americas
Cuba,Latin America and the Caribbean,Americas
Dominica,Latin America and the Caribbean,Americas
Dominican Republic,Latin America and the Caribbean,Americas
Guadeloupe,Latin America and the Caribbean,Americas
Haiti,Latin America and the Caribbean,Americas
Jamaica,Latin America and the Caribbean,Americas
Saint Lucia,Latin America and the Caribbean,Americas
Mexico,Latin America and the Caribbean,Americas
Martinique,Latin America and the Caribbean,Americas
Peru,Latin America and the Caribbean,Americas
Ethiopia,Sub-Saharan Africa,Africa
India,Southern Asia,Asia
Albania,Southern Europe,Europe
Bulgaria,Eastern Europe,Europe
Maldives,Southern Asia,Asia
North Macedonia,Southern Europe,Europe
Liberia,Sub-Saharan Africa,Africa
Malta,Southern Europe,Europe
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Bahamas,Latin America and the Caribbean,Americas
Chad,Sub-Saharan Africa,Africa
Lesotho,Sub-Saharan Africa,Africa
United Republic of Tanzania,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Philippines,South-eastern Asia,Asia
Taiwan (Province of China),Eastern Asia,Asia
Pakistan,Southern Asia,Asia
Nepal,Southern Asia,Asia
United States of America,Northern America,Americas
China,Eastern Asia,Asia
China,Eastern Asia,Asia
South Africa,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Türkiye,Western Asia,Asia
Niger,Sub-Saharan Africa,Africa
Poland,Eastern Europe,Europe
Greece,Southern Europe,Europe
Romania,Eastern Europe,Europe
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Bulgaria,Eastern Europe,Europe
Ukraine,Eastern Europe,Europe
Timor-Leste,South-eastern Asia,Asia
Gambia,Sub-Saharan Africa,Africa
Cameroon,Sub-Saharan Africa,Africa
Mauritania,Sub-Saharan Africa,Africa
Chad,Sub-Saharan Africa,Africa
Liberia,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Yemen,Western Asia,Asia
Kenya,Sub-Saharan Africa,Africa
Uganda,Sub-Saharan Africa,Africa
Myanmar,South-eastern Asia,Asia
Cambodia,South-eastern Asia,Asia
Chad,Sub-Saharan Africa,Africa
Pakistan,Southern Asia,Asia
China,Eastern Asia,Asia
India,Southern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Romania,Eastern Europe,Europe
Guinea,Sub-Saharan Africa,Africa
Somalia,Sub-Saharan Africa,Africa
Senegal,Sub-Saharan Africa,Africa
Côte d’Ivoire,Sub-Saharan Africa,Africa
United Republic of Tanzania,Sub-Saharan Africa,Africa
Zimbabwe,Sub-Saharan Africa,Africa
Colombia,Latin America and the Caribbean,Americas
Mexico,Latin America and the Caribbean,Americas
Mexico,Latin America and the Caribbean,Americas
Azerbaijan,Western Asia,Asia
Comoros,Sub-Saharan Africa,Africa
Togo,Sub-Saharan Africa,Africa
Guatemala,Latin America and the Caribbean,Americas
Honduras,Latin America and the Caribbean,Americas
Mexico,Latin America and the Caribbean,Americas
Nicaragua,Latin America and the Caribbean,Americas
El Salvador,Latin America and the Caribbean,Americas
Indonesia,South-eastern Asia,Asia
Ghana,Sub-Saharan Africa,Africa
Rwanda,Sub-Saharan Africa,Africa
Thailand,South-eastern Asia,Asia
Croatia,Southern Europe,Europe
Mexico,Latin America and the Caribbean,Americas
Thailand,South-eastern Asia,Asia
Indonesia,South-eastern Asia,Asia
China,Eastern Asia,Asia
Algeria,Northern Africa,Africa
Saudi Arabia,Western Asia,Asia
China,Eastern Asia,Asia
Ghana,Sub-Saharan Africa,Africa
Gabon,Sub-Saharan Africa,Africa
Paraguay,Latin America and the Caribbean,Americas
Central African Republic,Sub-Saharan Africa,Africa
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Japan,Eastern Asia,Asia
Philippines,South-eastern Asia,Asia
Democratic People's Republic of Korea,Eastern Asia,Asia
Slovenia,Southern Europe,Europe
Morocco,Northern Africa,Africa
Honduras,Latin America and the Caribbean,Americas
Canary Islands,Northern Africa,Africa
Philippines,South-eastern Asia,Asia
Viet Nam,South-eastern Asia,Asia
Mexico,Latin America and the Caribbean,Americas
Brazil,Latin America and the Caribbean,Americas
Costa Rica,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Guatemala,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Republic of Korea,Eastern Asia,Asia
Lebanon,Western Asia,Asia
Yemen,Western Asia,Asia
China,Eastern Asia,Asia
South Africa,Sub-Saharan Africa,Africa
Viet Nam,South-eastern Asia,Asia
Benin,Sub-Saharan Africa,Africa
Afghanistan,Southern Asia,Asia
Japan,Eastern Asia,Asia
Nepal,Southern Asia,Asia
India,Southern Asia,Asia
United Republic of Tanzania,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
India,Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Sierra Leone,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
Cuba,Latin America and the Caribbean,Americas
Zambia,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
United States of America,Northern America,Americas
Iraq,Western Asia,Asia
Haiti,Latin America and the Caribbean,Americas
Peru,Latin America and the Caribbean,Americas
Cuba,Latin America and the Caribbean,Americas
Colombia,Latin America and the Caribbean,Americas
Tunisia,Northern Africa,Africa
Ukraine,Eastern Europe,Europe
Costa Rica,Latin America and the Caribbean,Americas
Guatemala,Latin America and the Caribbean,Americas
Honduras,Latin America and the Caribbean,Americas
Nicaragua,Latin America and the Caribbean,Americas
Panama,Latin America and the Caribbean,Americas
El Salvador,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Somalia,Sub-Saharan Africa,Africa
Bangladesh,Southern Asia,Asia
Bangladesh,Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
Viet Nam,South-eastern Asia,Asia
Gambia,Sub-Saharan Africa,Africa
Guinea,Sub-Saharan Africa,Africa
Mexico,Latin America and the Caribbean,Americas
Malawi,Sub-Saharan Africa,Africa
United States of America,Northern America,Americas
China,Eastern Asia,Asia
Mexico,Latin America and the Caribbean,Americas
Viet Nam,South-eastern Asia,Asia
Bahamas,Latin America and the Caribbean,Americas
Cuba,Latin America and the Caribbean,Americas
Dominican Republic,Latin America and the Caribbean,Americas
Haiti,Latin America and the Caribbean,Americas
Jamaica,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Philippines,South-eastern Asia,Asia
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Brazil,Latin America and the Caribbean,Americas
Colombia,Latin America and the Caribbean,Americas
Thailand,South-eastern Asia,Asia
Viet Nam,South-eastern Asia,Asia
Portugal,Southern Europe,Europe
Kenya,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
Mexico,Latin America and the Caribbean,Americas
Angola,Sub-Saharan Africa,Africa
Burundi,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
Honduras,Latin America and the Caribbean,Americas
Italy,Southern Europe,Europe
Cameroon,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Mexico,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
Spain,Southern Europe,Europe
China,Eastern Asia,Asia
Taiwan (Province of China),Eastern Asia,Asia
Philippines,South-eastern Asia,Asia
Bulgaria,Eastern Europe,Europe
Greece,Southern Europe,Europe
Türkiye,Western Asia,Asia
Uganda,Sub-Saharan Africa,Africa
Bangladesh,Southern Asia,Asia
India,Southern Asia,Asia
Papua New Guinea,Melanesia,Oceania
Viet Nam,South-eastern Asia,Asia
Somalia,Sub-Saharan Africa,Africa
Philippines,South-eastern Asia,Asia
Uganda,Sub-Saharan Africa,Africa
Montenegro,Southern Europe,Europe
Serbia,Southern Europe,Europe
Comoros,Sub-Saharan Africa,Africa
Kenya,Sub-Saharan Africa,Africa
Indonesia,South-eastern Asia,Asia
Türkiye,Western Asia,Asia
Togo,Sub-Saharan Africa,Africa
Algeria,Northern Africa,Africa
Gabon,Sub-Saharan Africa,Africa
Togo,Sub-Saharan Africa,Africa
Ukraine,Eastern Europe,Europe
Barbados,Latin America and the Caribbean,Americas
Saint Lucia,Latin America and the Caribbean,Americas
Martinique,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
Taiwan (Province of China),Eastern Asia,Asia
Philippines,South-eastern Asia,Asia
Philippines,South-eastern Asia,Asia
Philippines,South-eastern Asia,Asia
United States of America,Northern America,Americas
China,Eastern Asia,Asia
United States of America,Northern America,Americas
Kenya,Sub-Saharan Africa,Africa
Saudi Arabia,Western Asia,Asia
Malawi,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Chile,Latin America and the Caribbean,Americas
Somalia,Sub-Saharan Africa,Africa
Kenya,Sub-Saharan Africa,Africa
Congo,Sub-Saharan Africa,Africa
Australia,Australia and New Zealand,Oceania
Fiji,Melanesia,Oceania
Nigeria,Sub-Saharan Africa,Africa
India,Southern Asia,Asia
Republic of Korea,Eastern Asia,Asia
India,Southern Asia,Asia
India,Southern Asia,Asia
Zimbabwe,Sub-Saharan Africa,Africa
Republic of Korea,Eastern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
